timestamp,field_id,trap_id,temp_c,humidity_pct,wind_kmh,rainfall_mm
2026-05-02 16:00:00,F01,TRAP-A,30.26,65.43,13.31,0.0
2026-05-02 16:10:00,F01,TRAP-A,30.7,69.01,5.36,0.0
2026-05-02 16:20:00,F01,TRAP-A,31.09,64.19,7.33,0.0
2026-05-02 16:30:00,F01,TRAP-A,31.26,66.37,7.14,0.0
2026-05-02 16:40:00,F01,TRAP-A,29.48,68.38,5.23,0.0
2026-05-02 16:50:00,F01,TRAP-A,30.05,63.65,5.78,0.0
2026-05-02 17:00:00,F01,TRAP-A,29.8,75.14,5.5,0.0
2026-05-02 17:10:00,F01,TRAP-A,29.51,67.95,4.66,0.0
2026-05-02 17:20:00,F01,TRAP-A,31.3,68.72,6.01,0.0
2026-05-02 17:30:00,F01,TRAP-A,30.06,72.02,5.5,0.0
2026-05-02 17:40:00,F01,TRAP-A,28.57,71.69,4.6,1.79
2026-05-02 17:50:00,F01,TRAP-A,30.15,70.05,5.8,0.0
2026-05-02 18:00:00,F01,TRAP-A,30.94,70.84,5.64,0.0
2026-05-02 18:10:00,F01,TRAP-A,29.9,67.32,4.43,0.0
2026-05-02 18:20:00,F01,TRAP-A,27.68,70.28,4.44,0.0
2026-05-02 18:30:00,F01,TRAP-A,28.33,73.56,7.16,0.0
2026-05-02 18:40:00,F01,TRAP-A,29.55,73.99,7.74,0.0
2026-05-02 18:50:00,F01,TRAP-A,27.78,76.55,12.6,0.0
2026-05-02 19:00:00,F01,TRAP-A,28.52,73.83,4.41,0.0
2026-05-02 19:10:00,F01,TRAP-A,28.59,71.3,4.56,0.0
2026-05-02 19:20:00,F01,TRAP-A,27.04,78.05,4.4,0.0
2026-05-02 19:30:00,F01,TRAP-A,27.54,79.65,6.59,0.0
2026-05-02 19:40:00,F01,TRAP-A,24.8,78.95,7.3,0.0
2026-05-02 19:50:00,F01,TRAP-A,26.37,76.95,6.0,0.0
2026-05-02 20:00:00,F01,TRAP-A,26.79,80.62,9.33,0.0
2026-05-02 20:10:00,F01,TRAP-A,25.8,87.24,8.11,0.0
2026-05-02 20:20:00,F01,TRAP-A,27.91,79.61,17.5,0.0
2026-05-02 20:30:00,F01,TRAP-A,25.26,76.69,5.27,0.38
2026-05-02 20:40:00,F01,TRAP-A,25.86,79.15,5.12,0.0
2026-05-02 20:50:00,F01,TRAP-A,26.13,82.82,6.02,0.0
2026-05-02 21:00:00,F01,TRAP-A,26.98,77.88,5.23,0.0
2026-05-02 21:10:00,F01,TRAP-A,24.49,82.95,13.39,0.0
2026-05-02 21:20:00,F01,TRAP-A,26.39,84.09,6.52,5.74
2026-05-02 21:30:00,F01,TRAP-A,25.28,87.59,7.98,0.0
2026-05-02 21:40:00,F01,TRAP-A,24.31,87.63,6.86,0.0
2026-05-02 21:50:00,F01,TRAP-A,25.29,87.1,6.7,0.0
2026-05-02 22:00:00,F01,TRAP-A,24.91,80.11,6.5,0.0
2026-05-02 22:10:00,F01,TRAP-A,24.1,88.37,7.31,0.0
2026-05-02 22:20:00,F01,TRAP-A,24.47,88.38,9.18,0.0
2026-05-02 22:30:00,F01,TRAP-A,23.95,87.78,17.16,0.0
2026-05-02 22:40:00,F01,TRAP-A,24.2,83.33,9.09,0.0
2026-05-02 22:50:00,F01,TRAP-A,24.49,86.2,9.08,0.0
2026-05-02 23:00:00,F01,TRAP-A,25.08,85.7,7.08,0.0
2026-05-02 23:10:00,F01,TRAP-A,22.69,84.03,12.64,0.0
2026-05-02 23:20:00,F01,TRAP-A,25.26,89.49,7.45,0.0
2026-05-02 23:30:00,F01,TRAP-A,21.87,87.91,14.58,0.0
2026-05-02 23:40:00,F01,TRAP-A,23.19,96.86,9.98,0.0
2026-05-02 23:50:00,F01,TRAP-A,23.67,90.24,8.38,0.0
2026-05-03 00:00:00,F01,TRAP-A,23.33,94.23,9.81,0.0
2026-05-03 00:10:00,F01,TRAP-A,22.51,87.39,24.06,0.0
2026-05-03 00:20:00,F01,TRAP-A,22.75,90.28,9.44,0.0
2026-05-03 00:30:00,F01,TRAP-A,22.45,92.11,9.47,0.0
2026-05-03 00:40:00,F01,TRAP-A,22.3,89.83,9.08,0.0
2026-05-03 00:50:00,F01,TRAP-A,23.39,91.25,11.6,0.0
2026-05-03 01:00:00,F01,TRAP-A,22.94,91.95,9.32,0.0
2026-05-03 01:10:00,F01,TRAP-A,22.05,92.06,13.56,0.0
2026-05-03 01:20:00,F01,TRAP-A,23.29,97.41,16.92,0.0
2026-05-03 01:30:00,F01,TRAP-A,22.78,93.82,17.59,1.48
2026-05-03 01:40:00,F01,TRAP-A,23.17,94.14,10.04,0.0
2026-05-03 01:50:00,F01,TRAP-A,23.01,94.34,12.3,0.0
2026-05-03 02:00:00,F01,TRAP-A,21.84,94.53,10.31,0.0
2026-05-03 02:10:00,F01,TRAP-A,22.06,92.78,12.7,0.0
2026-05-03 02:20:00,F01,TRAP-A,23.12,92.14,15.36,0.0
2026-05-03 02:30:00,F01,TRAP-A,23.03,93.29,12.75,0.0
2026-05-03 02:40:00,F01,TRAP-A,22.55,95.66,16.74,0.0
2026-05-03 02:50:00,F01,TRAP-A,22.7,95.46,15.56,0.0
2026-05-03 03:00:00,F01,TRAP-A,23.68,91.88,11.8,0.0
2026-05-03 03:10:00,F01,TRAP-A,22.24,94.22,13.94,0.0
2026-05-03 03:20:00,F01,TRAP-A,23.21,91.6,11.09,0.0
2026-05-03 03:30:00,F01,TRAP-A,22.68,91.94,12.69,0.0
2026-05-03 03:40:00,F01,TRAP-A,22.75,90.4,12.09,0.0
2026-05-03 03:50:00,F01,TRAP-A,23.89,90.84,19.68,0.0
2026-05-03 04:00:00,F01,TRAP-A,23.77,94.34,13.03,0.0
2026-05-03 04:10:00,F01,TRAP-A,23.86,90.87,14.73,0.0
2026-05-03 04:20:00,F01,TRAP-A,24.36,90.62,15.58,0.0
2026-05-03 04:30:00,F01,TRAP-A,23.45,86.27,16.15,0.0
2026-05-03 04:40:00,F01,TRAP-A,24.1,88.71,15.75,0.0
2026-05-03 04:50:00,F01,TRAP-A,23.44,88.45,12.84,0.0
2026-05-03 05:00:00,F01,TRAP-A,24.08,86.52,15.34,4.03
2026-05-03 05:10:00,F01,TRAP-A,23.86,88.18,14.3,0.0
2026-05-03 05:20:00,F01,TRAP-A,24.19,86.56,14.67,0.0
2026-05-03 05:30:00,F01,TRAP-A,24.74,87.32,11.97,0.0
2026-05-03 05:40:00,F01,TRAP-A,23.77,86.89,12.88,0.0
2026-05-03 05:50:00,F01,TRAP-A,26.26,83.66,20.0,0.0
2026-05-03 06:00:00,F01,TRAP-A,23.95,84.49,13.03,0.0
2026-05-03 06:10:00,F01,TRAP-A,23.96,85.11,13.72,0.0
2026-05-03 06:20:00,F01,TRAP-A,26.03,87.29,12.6,0.0
2026-05-03 06:30:00,F01,TRAP-A,25.92,84.37,12.41,0.0
2026-05-03 06:40:00,F01,TRAP-A,25.96,81.46,12.64,0.0
2026-05-03 06:50:00,F01,TRAP-A,26.15,83.49,14.32,0.0
2026-05-03 07:00:00,F01,TRAP-A,25.83,86.14,19.4,0.0
2026-05-03 07:10:00,F01,TRAP-A,25.31,83.52,13.0,0.0
2026-05-03 07:20:00,F01,TRAP-A,26.28,81.96,12.93,0.0
2026-05-03 07:30:00,F01,TRAP-A,25.88,81.76,14.19,0.0
2026-05-03 07:40:00,F01,TRAP-A,27.39,82.89,12.95,0.0
2026-05-03 07:50:00,F01,TRAP-A,26.69,81.33,18.78,0.0
2026-05-03 08:00:00,F01,TRAP-A,26.34,79.4,12.89,0.0
2026-05-03 08:10:00,F01,TRAP-A,26.94,80.0,13.39,0.0
2026-05-03 08:20:00,F01,TRAP-A,27.73,73.97,13.56,0.0
2026-05-03 08:30:00,F01,TRAP-A,27.14,72.27,15.74,0.0
2026-05-03 08:40:00,F01,TRAP-A,27.13,75.77,13.55,0.0
2026-05-03 08:50:00,F01,TRAP-A,28.17,74.91,11.77,0.0
2026-05-03 09:00:00,F01,TRAP-A,28.37,72.74,11.22,0.0
2026-05-03 09:10:00,F01,TRAP-A,27.95,75.54,19.03,1.28
2026-05-03 09:20:00,F01,TRAP-A,28.17,68.2,15.42,0.0
2026-05-03 09:30:00,F01,TRAP-A,28.91,70.91,10.5,0.0
2026-05-03 09:40:00,F01,TRAP-A,27.75,70.43,15.46,0.0
2026-05-03 09:50:00,F01,TRAP-A,27.96,66.97,12.82,0.0
2026-05-03 10:00:00,F01,TRAP-A,28.68,74.22,12.19,7.16
2026-05-03 10:10:00,F01,TRAP-A,29.25,66.53,9.88,0.0
2026-05-03 10:20:00,F01,TRAP-A,29.83,67.91,14.24,0.0
2026-05-03 10:30:00,F01,TRAP-A,30.92,71.12,10.19,0.0
2026-05-03 10:40:00,F01,TRAP-A,30.58,69.96,13.27,0.0
2026-05-03 10:50:00,F01,TRAP-A,29.92,65.08,9.25,0.0
2026-05-03 11:00:00,F01,TRAP-A,30.17,69.09,13.8,0.0
2026-05-03 11:10:00,F01,TRAP-A,29.52,67.65,8.93,0.0
